name,latitude,longitude,city,country,data_source,confidence_score,osm_id
Park-9 Dog Bar,42.4078982,-71.0647149,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,12181127234
Park-9 Dog Bar,42.4077389,-71.0647575,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,29568255
Dog Park 29834883,42.405257,-71.0526382,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,29834883
Beecher St Play Area,42.3181807,-71.1068863,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,29837081
Zero New Washington St Dog Park,42.3800484,-71.0823789,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,133528401
Nunziato Field Dog Park,42.3829496,-71.0987542,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,133532399
Pacific Street Dog Park,42.3606681,-71.1038153,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,133534919
Joe Wex Dog Recreation Space,42.3426434,-71.0676394,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,133535657
Mansfield Dog Park,42.3569047,-71.1306771,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,257042458
Bremen Street Dog Park,42.3725114,-71.0340882,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,399656881
Paws N Play Dog Park,42.4214282,-71.0267964,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,557154553
Pemberton Street Dog Run,42.3900682,-71.1283978,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,594371747
Lincoln Park Off-Leash Area,42.378258,-71.1012638,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,648600795
Dog Park 653381630,42.3537916,-71.0651671,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,653381630
Dog Park 653381631,42.3549559,-71.065668,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,653381631
Dog Park 667956545,42.4100338,-71.0482393,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,667956545
Dog Park 699582637,42.3870216,-71.0456051,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,699582637
Dog Park 733432535,42.3668113,-71.081243,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,733432535
Dog Park 748822176,42.3687683,-71.042051,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,748822176
Dog Park 813710228,42.3661155,-71.0397497,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,813710228
East First Street Dog Park,42.3384022,-71.0316724,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,814434935
Dog Park 815553772,42.3630096,-71.0536015,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,815553772
Dog Park 846599905,42.3557549,-71.0672077,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,846599905
Dog Park 852229149,42.3447565,-71.0627406,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,852229149
Dog Park 852229150,42.344722,-71.0625814,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,852229150
Dog Park 857582183,42.3495131,-71.0662791,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,857582183
Puddingstone Dog Park,42.3320085,-71.1036903,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,972947315
Dog Park 1001791943,42.3220751,-71.1103039,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1001791943
Dog Park 1054202045,42.4105461,-71.0999556,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1054202045
Dog Park 1054202046,42.4101335,-71.1000396,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1054202046
Dog Park @ The Track,42.3921061,-71.0004558,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1107428706
Child Street Dog Park,42.3716637,-71.0723642,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1153087746
Dog Park 1195445839,42.3949827,-71.0776526,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1195445839
Dog Park 1197235265,42.3734001,-71.079583,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1197235265
Dog Park 1215634617,42.3931507,-71.1070372,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1215634617
Dog Park 1215881075,42.3665605,-71.1311793,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1215881075
Amory Playground Green Dog Park,42.3461374,-71.1130941,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1226583832
RUFF North End,42.3668403,-71.0567943,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1303502584
Dog Park 1313389567,42.4017456,-71.1100071,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1313389567
Park-9 @ The Station,42.3430084,-71.1019407,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1313554459
Dog Park 1316975922,42.3664411,-71.0889724,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1316975922
Fitzhenry Square Dog Park,42.4061496,-70.9952968,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1343523057
Dog Park 1362680268,42.399654,-71.0452465,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1362680268
Dog Park 1363177699,42.4015118,-71.0536016,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1363177699
Station Landing Dog Park,42.401116,-71.081524,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1378110041
Bay Village Dog Park,42.3497811,-71.0662657,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1396723811
Dog Park @ The Yard,42.3980929,-70.9939046,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1412390775
Dog Park 1463028941,42.3798919,-71.0719864,Boston,USA,OpenStreetMap (leisure=dog_park),0.85,1463028941
Leash-free zone,43.6719551,-79.3574099,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,4980649008
Leash-free zone,43.670419,-79.4150841,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,4980649015
Leash-free zone,43.6662933,-79.3588897,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,4980649017
Small Area for Dog Playing,43.6560433,-79.389977,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,12769371164
Dog Park 12987782919,43.6997076,-79.3599673,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,12987782919
Dogs Off-Leash Area,43.6601407,-79.418377,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,4300557
Leash-free zone,43.6665883,-79.3800926,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,147384954
Dog Park 174487972,43.6337831,-79.4037833,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,174487972
Dog Park 202223414,43.6638174,-79.3859904,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,202223414
Dog Park 220509742,43.6678181,-79.3289448,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,220509742
Dog Park 265632385,43.691943,-79.4291109,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,265632385
Dog Park 327006126,43.6439276,-79.3935221,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,327006126
Earlscourt Park Off-Leash Area,43.6719849,-79.4492325,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,353317790
Orphan's Greenspace,43.6546327,-79.362419,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,360806952
Cherry Beach Off Leash Dog Park,43.6349912,-79.3464236,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,368203679
Dog Park 424199765,43.6414692,-79.4091181,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,424199765
Dog Park 442508006,43.6462722,-79.399399,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,442508006
Dog Park 490217519,43.648813,-79.4428503,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,490217519
Dog Park 531996102,43.6410824,-79.4257614,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,531996102
Dog Park 665161130,43.6597155,-79.3765752,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,665161130
Dog Park 680704655,43.648273,-79.3746284,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,680704655
Leash-free zone,43.6740423,-79.3469247,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,683730457
Dog Park 684881196,43.6401493,-79.4152963,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,684881196
Dog Park 684881550,43.6391245,-79.3970803,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,684881550
Dogs Off-Leash Area,43.6762738,-79.4242024,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,684945621
Dog Park 684947343,43.679367,-79.4243561,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,684947343
Sunnybrook Dog Park,43.7221398,-79.3658078,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,685287384
Dogs Off-Leash Park,43.6813036,-79.3124456,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,685829419
Dogs Off-Leash Area,43.6994983,-79.3144647,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,686029614
Dog Park 686055888,43.659296,-79.3506309,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,686055888
Leash-free zone,43.652045,-79.3923777,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,691478334
Leash-free zone,43.6625205,-79.3747312,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,699438877
Dog Park 801930519,43.6649774,-79.3378404,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,801930519
Dog Park 810606668,43.6557669,-79.354048,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,810606668
Dog Park 832350133,43.6453464,-79.3626431,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,832350133
Dog Park 867727073,43.7238645,-79.4295474,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,867727073
Dog Park 879396101,43.6675029,-79.3421397,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,879396101
Dog Park 890898242,43.6828054,-79.3670795,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,890898242
Dog Park 909417473,43.6974359,-79.3708889,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,909417473
Dog Park 931805186,43.6777585,-79.3246542,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,931805186
Dog Park 979913845,43.6607337,-79.3628929,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,979913845
Dog Park 981872361,43.7014584,-79.3318819,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,981872361
Dog Park 1071393475,43.6478896,-79.4316539,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,1071393475
The Dog Bowl,43.6485563,-79.4148105,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,1071397925
Dog Park 1112306299,43.7062382,-79.3938912,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,1112306299
The Pocket,43.6777278,-79.3344199,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,1121918606
Dog Park 1208206013,43.6764636,-79.3960336,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,1208206013
Dog Park 1209203857,43.6825458,-79.4097438,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,1209203857
Dog Park 1290753858,43.641063,-79.3797922,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,1290753858
Dog Park 1418542004,43.6461624,-79.349499,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,1418542004
Dog Park 1419966624,43.6450471,-79.3523704,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,1419966624
Dog Park 1433937924,43.6583626,-79.3589518,Toronto,Canada,OpenStreetMap (leisure=dog_park),0.85,1433937924
Dog Park 11889361830,49.2359557,-123.0667067,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,11889361830
Off-Leash Dog Park for Small and Shy Dogs,49.2581921,-123.1430447,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,13157259202
Off-Leash Dog Park,49.2583421,-123.1431829,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,13157265801
Dog Park 52250411,49.2573858,-123.0620529,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,52250411
Hadden Beach,49.2783051,-123.1491819,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,86339833
Nelson Park Dog Park,49.2830364,-123.1304865,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,124591585
Off Leash Area,49.2770996,-123.1237064,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,241416707
Georgia Dog Park,49.2908566,-123.1317423,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,311593037
Dog Park 363061599,49.2712126,-123.1109476,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,363061599
Dog Park 388154302,49.2302234,-123.1896938,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,388154302
Dog Park 436817093,49.2672123,-123.124556,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,436817093
Dog Park 525281638,49.2471114,-123.0738832,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,525281638
Dog Park 601413950,49.2377765,-123.1110002,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,601413950
Dog Park 749645393,49.2676591,-123.1227469,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,749645393
Dog Park 752850321,49.2768478,-123.1238571,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,752850321
Dog Park 760417513,49.2916099,-123.0501914,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,760417513
Dog Park 761294348,49.2850751,-123.1011333,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,761294348
Coopers' Park - Dog Off-leash Area,49.2735371,-123.1132518,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,790939569
Dog Park 793370079,49.2685273,-123.0963406,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,793370079
Dog Park 822687171,49.2827113,-123.0588546,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,822687171
Dog Park 1125230256,49.3125927,-123.0847183,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,1125230256
Dog Park 1189064977,49.3134978,-123.1000594,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,1189064977
Dog Park 1216086810,49.3176771,-123.0721571,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,1216086810
Dog Park 1236234674,49.2680324,-123.1040486,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,1236234674
Dog Park 1286074623,49.2950228,-123.1344017,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,1286074623
Dog Park 1391979565,49.2548015,-123.1217741,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,1391979565
Dog Park 1457604517,49.2441774,-123.0583711,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,1457604517
Dog Park 1457650164,49.2442048,-123.0579672,Vancouver,Canada,OpenStreetMap (leisure=dog_park),0.85,1457650164
Dog Park 3975318048,51.5382575,-0.1009815,London,UK,OpenStreetMap (leisure=dog_park),0.85,3975318048
Dog Park 4883636477,51.4856153,-0.0560675,London,UK,OpenStreetMap (leisure=dog_park),0.85,4883636477
Dog Park 12651935357,51.4962521,-0.1077223,London,UK,OpenStreetMap (leisure=dog_park),0.85,12651935357
Dog Park 26455153,51.4467742,-0.1216546,London,UK,OpenStreetMap (leisure=dog_park),0.85,26455153
Newington Gardens Dog Area,51.4984186,-0.0952599,London,UK,OpenStreetMap (leisure=dog_park),0.85,44425765
Dog Park 246212257,51.5317381,-0.190845,London,UK,OpenStreetMap (leisure=dog_park),0.85,246212257
Dog Park 246212259,51.5289108,-0.1923034,London,UK,OpenStreetMap (leisure=dog_park),0.85,246212259
Dog Park 246212265,51.5297803,-0.1889901,London,UK,OpenStreetMap (leisure=dog_park),0.85,246212265
Dog Park 386522107,51.5180582,-0.0695138,London,UK,OpenStreetMap (leisure=dog_park),0.85,386522107
Dog Park 415304947,51.4679962,-0.1945871,London,UK,OpenStreetMap (leisure=dog_park),0.85,415304947
Dog Park 433225932,51.4625109,-0.0817324,London,UK,OpenStreetMap (leisure=dog_park),0.85,433225932
Dog Park 435111494,51.4743133,-0.1961096,London,UK,OpenStreetMap (leisure=dog_park),0.85,435111494
Dog Park 461364597,51.468329,-0.1054285,London,UK,OpenStreetMap (leisure=dog_park),0.85,461364597
Dog Park 461671433,51.4819668,-0.1102175,London,UK,OpenStreetMap (leisure=dog_park),0.85,461671433
Dog Park 481676043,51.4614697,-0.1288553,London,UK,OpenStreetMap (leisure=dog_park),0.85,481676043
Dog Park 519423019,51.4832517,-0.1230185,London,UK,OpenStreetMap (leisure=dog_park),0.85,519423019
Dog Park 937422473,51.4921582,-0.1119433,London,UK,OpenStreetMap (leisure=dog_park),0.85,937422473
Dog Park 978645621,51.4804117,-0.146854,London,UK,OpenStreetMap (leisure=dog_park),0.85,978645621
Dog Park 978645622,51.4801939,-0.1465452,London,UK,OpenStreetMap (leisure=dog_park),0.85,978645622
Dog Park 978645623,51.4797687,-0.1465076,London,UK,OpenStreetMap (leisure=dog_park),0.85,978645623
St George's Square Dog Park,51.4861531,-0.1341798,London,UK,OpenStreetMap (leisure=dog_park),0.85,1012051871
Camden Square Dog Park,51.5445287,-0.132353,London,UK,OpenStreetMap (leisure=dog_park),0.85,1016900548
Dog Park 1017960349,51.5467295,-0.1339172,London,UK,OpenStreetMap (leisure=dog_park),0.85,1017960349
The Dog Pond,51.5613301,-0.1546874,London,UK,OpenStreetMap (leisure=dog_park),0.85,1042567900
Dog Park 1170409070,51.485118,-0.1075241,London,UK,OpenStreetMap (leisure=dog_park),0.85,1170409070
Dog Park 1174405832,51.4862196,-0.0999499,London,UK,OpenStreetMap (leisure=dog_park),0.85,1174405832
Dog Park 1174405834,51.4858902,-0.1002219,London,UK,OpenStreetMap (leisure=dog_park),0.85,1174405834
Dog Park 1174405836,51.4856441,-0.1006936,London,UK,OpenStreetMap (leisure=dog_park),0.85,1174405836
Dog Park 1181815098,51.4951976,-0.108441,London,UK,OpenStreetMap (leisure=dog_park),0.85,1181815098
Dog pool,51.5619864,-0.1741956,London,UK,OpenStreetMap (leisure=dog_park),0.85,1186562118
Myatt Fields Dog Park,51.47483,-0.1033593,London,UK,OpenStreetMap (leisure=dog_park),0.85,1213872971
Hundegarten Moabit,52.5293501,13.3577201,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,5754872744
Dog Park 49206047,52.5414129,13.4048501,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,49206047
Dog Park 59033967,52.4699892,13.3912602,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,59033967
Dog Park 59033969,52.4762354,13.4139067,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,59033969
Dog Park 59478379,52.4703274,13.4157342,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,59478379
Hundeauslauf,52.4868119,13.4140745,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,83106451
Volkspark Friedrichshain Hundeplatz,52.5266003,13.4409708,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,108804960
Hundeplatz Revaler Straße,52.5070105,13.4582636,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,123019433
Dog Park 167906720,52.4791017,13.3562394,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,167906720
Hundeauslaufgebiet Fennpfuhlpark,52.5302876,13.4737927,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,172077472
Dog Park 273174971,52.4966326,13.3724704,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,273174971
Dog Park 356890996,52.4968016,13.3995618,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,356890996
Dog Park 506236351,52.4718269,13.4253396,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,506236351
Dog Park 530432720,52.5665163,13.365156,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,530432720
Hundewiese Berlin Weiße Siedlung,52.4726854,13.4657431,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,608111258
Hundetoilette,52.4993666,13.3934928,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,614979576
Hundeauslaufgebiet Treptow-Köpenick,52.4594751,13.4774753,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,668108711
Kleiner Feigling,52.4860411,13.4207314,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,791601210
Dog Park 898574134,52.5362779,13.4462381,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,898574134
Dog Park 977046596,52.4940481,13.4429922,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,977046596
Hundegarten im Schäferseepark,52.566288,13.3581557,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,1053691209
Stralauer Platz Hundeauslauf,52.5098064,13.4315464,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,1053950766
Dog Park 1115096868,52.4603297,13.412424,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,1115096868
Hundegarten Alt-Reinickendorf,52.5767226,13.3484306,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,1116347820
Weidenweg Hundeauslauf,52.5173958,13.449056,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,1158920461
Dog Park 1303111120,52.4930591,13.3815002,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,1303111120
Dog Park 1317597484,52.4911607,13.3581633,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,1317597484
Dog Park 1430184481,52.498003,13.3972371,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,1430184481
Dog Park 1459800989,52.5129374,13.475882,Berlin,Germany,OpenStreetMap (leisure=dog_park),0.85,1459800989
Dog Park 6330505870,48.7924613,2.3661424,Paris,France,OpenStreetMap (leisure=dog_park),0.85,6330505870
Dog Park 6593048059,48.8199781,2.2841156,Paris,France,OpenStreetMap (leisure=dog_park),0.85,6593048059
Gagarine,48.8933423,2.2953677,Paris,France,OpenStreetMap (leisure=dog_park),0.85,8069059824
Dog Park 8219638629,48.8286021,2.3992604,Paris,France,OpenStreetMap (leisure=dog_park),0.85,8219638629
Dog Park 8728653165,48.9163101,2.3052033,Paris,France,OpenStreetMap (leisure=dog_park),0.85,8728653165
Espace canin,48.863886,2.3925866,Paris,France,OpenStreetMap (leisure=dog_park),0.85,11099803554
Dog Park 11397846477,48.8090138,2.2959807,Paris,France,OpenStreetMap (leisure=dog_park),0.85,11397846477
Dog Park 12047537825,48.8753818,2.3955648,Paris,France,OpenStreetMap (leisure=dog_park),0.85,12047537825
Dog Park 12330508101,48.8962654,2.2918685,Paris,France,OpenStreetMap (leisure=dog_park),0.85,12330508101
Dog Park 12833160288,48.9250385,2.3733363,Paris,France,OpenStreetMap (leisure=dog_park),0.85,12833160288
Dog Park 13059667241,48.9192754,2.3316289,Paris,France,OpenStreetMap (leisure=dog_park),0.85,13059667241
Dog Park 13084713101,48.8134499,2.3424758,Paris,France,OpenStreetMap (leisure=dog_park),0.85,13084713101
Dog Park 197717534,48.8235458,2.2970679,Paris,France,OpenStreetMap (leisure=dog_park),0.85,197717534
Dog Park 300936800,48.7918506,2.2927099,Paris,France,OpenStreetMap (leisure=dog_park),0.85,300936800
Dog Park 349887551,48.9026737,2.3973462,Paris,France,OpenStreetMap (leisure=dog_park),0.85,349887551
Dog Park 376354146,48.8233242,2.2800535,Paris,France,OpenStreetMap (leisure=dog_park),0.85,376354146
Dog Park 569285571,48.8631271,2.3433084,Paris,France,OpenStreetMap (leisure=dog_park),0.85,569285571
Square Nadar,48.8859366,2.3418689,Paris,France,OpenStreetMap (leisure=dog_park),0.85,570270071
Parc canin,48.9162622,2.3252881,Paris,France,OpenStreetMap (leisure=dog_park),0.85,579220857
Dog Park 599450679,48.9143314,2.3318761,Paris,France,OpenStreetMap (leisure=dog_park),0.85,599450679
