country_code,country_name,country_name_full,region,continent,n_parks,parks_per_100k,park_density_score,estimated_population,n_nodes,n_ways,avg_lat,avg_lon,population,global_rank,global_percentile,tier,dog_park_access_score,development_level,analysis_year,last_updated,cluster,peer_1,peer_1_parks,peer_2,peer_2_parks,peer_3,peer_3_parks,parks_per_100k_display,global_rank_display,global_percentile_display,popup_text
AM,Armenia,Armenia,Europe & Central Asia,Asia,7,0.23575373838070862,2.6595224908609567,2969200,0,7,40.16961068571429,44.49243295714286,2969200,48,51.041666666666664,Low Tier,2.6595224908609567,Low Income,2023,2026-04-19,Transitioning (Low-Moderate),Bosnia and Herzegovina,0.374,Georgia,0.431,Panama,0.114,0.24,48,51,<b>Armenia</b><br/>Region: Europe & Central Asia<br/>Dog Parks: 7<br/>Parks per 100k: 0.24<br/>Global Rank: 48 / 96<br/>Percentile: 51.0%<br/>Tier: Low Tier
JP,Japan,Japan,East Asia & Pacific,Asia,290,0.23176825214346272,2.614449610584641,125124989,59,231,35.974095946206894,138.07296956275863,125124989,49,50,Low Tier,2.614449610584641,Upper-Middle Income,2023,2026-04-19,Emerging (Low Parks),Mexico,0.1,Brazil,0.114,United Kingdom,0.105,0.23,49,50,<b>Japan</b><br/>Region: East Asia & Pacific<br/>Dog Parks: 290<br/>Parks per 100k: 0.23<br/>Global Rank: 49 / 96<br/>Percentile: 50.0%<br/>Tier: Low Tier
CL,Chile,Chile,Latin America & Caribbean,Americas,39,0.19945751646956514,2.2490392606355627,19553036,16,23,-33.14594397692308,-70.68531315897435,19553036,50,48.95833333333333,Low Tier,2.2490392606355627,High Income,2023,2026-04-19,Transitioning (Low-Moderate),United Arab Emirates,0.119,Greece,0.431,Romania,0.588,0.2,50,49,<b>Chile</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 39<br/>Parks per 100k: 0.20<br/>Global Rank: 50 / 96<br/>Percentile: 49.0%<br/>Tier: Low Tier
AR,Argentina,Argentina,Latin America & Caribbean,Americas,75,0.16516948238791201,1.8612671387223934,45407904,13,62,-34.645894430666665,-59.060421116,45407904,51,47.91666666666667,Low Tier,1.8612671387223934,High Income,2023,2026-04-19,Emerging (Low Parks),Colombia,0.164,"Taiwan, Province of China",0.104,United Kingdom,0.105,0.17,51,47.9,<b>Argentina</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 75<br/>Parks per 100k: 0.17<br/>Global Rank: 51 / 96<br/>Percentile: 47.9%<br/>Tier: Low Tier
CO,Colombia,Colombia,Latin America & Caribbean,Americas,85,0.1642894816230038,1.8513149856452864,51737944,48,37,5.239091844705882,-74.37371305058824,51737944,52,46.875,Low Tier,1.8513149856452864,High Income,2023,2026-04-19,Emerging (Low Parks),Argentina,0.165,"Taiwan, Province of China",0.104,United Kingdom,0.105,0.16,52,46.9,<b>Colombia</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 85<br/>Parks per 100k: 0.16<br/>Global Rank: 52 / 96<br/>Percentile: 46.9%<br/>Tier: Low Tier
BT,Bhutan,Bhutan,South Asia,Asia,1,0.12805507392619417,1.4415308281342845,780914,0,1,27.5022661,90.5067598,780914,53,45.83333333333333,Low Tier,1.4415308281342845,Low Income,2023,2026-04-19,Transitioning (Low-Moderate),Montenegro,0.321,"Moldova, Republic of",0.079,Barbados,0.354,0.13,53,45.8,<b>Bhutan</b><br/>Region: South Asia<br/>Dog Parks: 1<br/>Parks per 100k: 0.13<br/>Global Rank: 53 / 96<br/>Percentile: 45.8%<br/>Tier: Low Tier
AE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,Asia,12,0.11910697165859534,1.3403344575538119,10074977,5,7,25.024521316666668,55.133651058333335,10074977,54,44.79166666666667,Low Tier,1.3403344575538119,High Income,2023,2026-04-19,Transitioning (Low-Moderate),Chile,0.199,Panama,0.114,Greece,0.431,0.12,54,44.8,<b>United Arab Emirates</b><br/>Region: Middle East & North Africa<br/>Dog Parks: 12<br/>Parks per 100k: 0.12<br/>Global Rank: 54 / 96<br/>Percentile: 44.8%<br/>Tier: Low Tier
KZ,Kazakhstan,Kazakhstan,Europe & Central Asia,Asia,23,0.11480134201770548,1.2916409938794546,20034609,5,18,45.9098276,75.86178585652173,20034609,55,43.75,Low Tier,1.2916409938794546,High Income,2023,2026-04-19,Emerging (Low Parks),Ecuador,0.062,Argentina,0.165,"Taiwan, Province of China",0.104,0.11,55,43.8,<b>Kazakhstan</b><br/>Region: Europe & Central Asia<br/>Dog Parks: 23<br/>Parks per 100k: 0.11<br/>Global Rank: 55 / 96<br/>Percentile: 43.8%<br/>Tier: Low Tier
BR,Brazil,Brazil,Latin America & Caribbean,Americas,240,0.11411920078614815,1.2839264847251668,210306415,89,151,-19.49785189875,-44.85016474625,210306415,56,42.70833333333333,Low Tier,1.2839264847251668,Upper-Middle Income,2023,2026-04-19,Emerging (Low Parks),Mexico,0.1,Japan,0.232,Türkiye,0.068,0.11,56,42.7,<b>Brazil</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 240<br/>Parks per 100k: 0.11<br/>Global Rank: 56 / 96<br/>Percentile: 42.7%<br/>Tier: Low Tier
PA,Panama,Panama,Latin America & Caribbean,Americas,5,0.11361640330005661,1.2782402197264204,4400773,0,5,8.99702038,-79.53615836,4400773,57,41.66666666666667,Low Tier,1.2782402197264204,Low Income,2023,2026-04-19,Transitioning (Low-Moderate),Uruguay,0.059,"Moldova, Republic of",0.079,Armenia,0.236,0.11,57,41.7,<b>Panama</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 5<br/>Parks per 100k: 0.11<br/>Global Rank: 57 / 96<br/>Percentile: 41.7%<br/>Tier: Low Tier
GB,United Kingdom,United Kingdom,Europe & Central Asia,Europe,71,0.10502337139814212,1.181059430465134,67604000,71,0,52.53164196478873,-1.4886752661971832,67604000,58,40.625,Low Tier,1.181059430465134,High Income,2023,2026-04-19,Emerging (Low Parks),"Taiwan, Province of China",0.104,"Korea, Republic of",0.083,Türkiye,0.068,0.11,58,40.6,<b>United Kingdom</b><br/>Region: Europe & Central Asia<br/>Dog Parks: 71<br/>Parks per 100k: 0.11<br/>Global Rank: 58 / 96<br/>Percentile: 40.6%<br/>Tier: Low Tier
TW,"Taiwan, Province of China",Taiwan,East Asia & Pacific,Asia,52,0.104,1.1694858623329454,50000000,2,50,24.84630821153846,121.27950636538462,NA,59,39.58333333333333,Low Tier,1.1694858623329454,High Income,2023,2026-04-19,Emerging (Low Parks),"Korea, Republic of",0.083,United Kingdom,0.105,Colombia,0.164,0.1,59,39.6,"<b>Taiwan, Province of China</b><br/>Region: East Asia & Pacific<br/>Dog Parks: 52<br/>Parks per 100k: 0.10<br/>Global Rank: 59 / 96<br/>Percentile: 39.6%<br/>Tier: Low Tier"
MX,Mexico,Mexico,Latin America & Caribbean,Americas,128,0.09952328579362554,1.1188575596757944,128613117,29,99,20.3946495359375,-99.45249238671875,128613117,60,38.54166666666667,Low Tier,1.1188575596757944,Upper-Middle Income,2023,2026-04-19,Emerging (Low Parks),Brazil,0.114,Türkiye,0.068,United Kingdom,0.105,0.1,60,38.5,<b>Mexico</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 128<br/>Parks per 100k: 0.10<br/>Global Rank: 60 / 96<br/>Percentile: 38.5%<br/>Tier: Low Tier
KR,"Korea, Republic of",South Korea,East Asia & Pacific,Asia,43,0.08321629992888491,0.934437697757783,51672569,17,26,37.09009629767442,127.23280359069767,51672569,61,37.5,Low Tier,0.934437697757783,High Income,2023,2026-04-19,Emerging (Low Parks),"Taiwan, Province of China",0.104,United Kingdom,0.105,Türkiye,0.068,0.08,61,37.5,"<b>Korea, Republic of</b><br/>Region: East Asia & Pacific<br/>Dog Parks: 43<br/>Parks per 100k: 0.08<br/>Global Rank: 61 / 96<br/>Percentile: 37.5%<br/>Tier: Low Tier"
MD,"Moldova, Republic of",Moldova,Europe & Central Asia,Europe,2,0.079093462371680745,0.8878114763753265,2528654,0,2,46.9119099,29.1678621,2528654,62,36.45833333333333,Low Tier,0.8878114763753265,Low Income,2023,2026-04-19,Transitioning (Low-Moderate),Uruguay,0.059,Albania,0.041,Panama,0.114,0.08,62,36.5,"<b>Moldova, Republic of</b><br/>Region: Europe & Central Asia<br/>Dog Parks: 2<br/>Parks per 100k: 0.08<br/>Global Rank: 62 / 96<br/>Percentile: 36.5%<br/>Tier: Low Tier"
TR,Türkiye,Turkey,Europe & Central Asia,Asia,58,0.06825142313337035,0.7651960895819766,84979913,13,45,39.881777720689655,29.60881975689655,84979913,63,35.41666666666667,Low Tier,0.7651960895819766,High Income,2023,2026-04-19,Emerging (Low Parks),United Kingdom,0.105,Mexico,0.1,"Korea, Republic of",0.083,0.07,63,35.4,<b>Türkiye</b><br/>Region: Europe & Central Asia<br/>Dog Parks: 58<br/>Parks per 100k: 0.07<br/>Global Rank: 63 / 96<br/>Percentile: 35.4%<br/>Tier: Low Tier
EC,Ecuador,Ecuador,Latin America & Caribbean,Americas,11,0.061714898823753306,0.6912728691534985,17823897,3,8,-0.9192631545454545,-78.99165283636364,17823897,64,34.375,Low Tier,0.6912728691534985,High Income,2023,2026-04-19,Emerging (Low Parks),Kazakhstan,0.115,"Bolivia, Plurinational State of",0.033,"Venezuela, Bolivarian Republic of",0.035,0.06,64,34.4,<b>Ecuador</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 11<br/>Parks per 100k: 0.06<br/>Global Rank: 64 / 96<br/>Percentile: 34.4%<br/>Tier: Low Tier
UY,Uruguay,Uruguay,Latin America & Caribbean,Americas,2,0.05898116524959503,0.660356378978757,3390913,0,2,-34.692912050000004,-56.99335025,3390913,65,33.33333333333333,Low Tier,0.660356378978757,Low Income,2023,2026-04-19,Transitioning (Low-Moderate),"Moldova, Republic of",0.079,Albania,0.041,Panama,0.114,0.06,65,33.3,<b>Uruguay</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 2<br/>Parks per 100k: 0.06<br/>Global Rank: 65 / 96<br/>Percentile: 33.3%<br/>Tier: Low Tier
PE,Peru,Peru,Latin America & Caribbean,Americas,15,0.04480897307452706,0.5000794433340884,33475438,4,11,-11.145991733333334,-77.03425232000001,33475438,66,32.29166666666667,Low Tier,0.5000794433340884,High Income,2023,2026-04-19,Emerging (Low Parks),"Venezuela, Bolivarian Republic of",0.035,"Korea, Republic of",0.083,Ecuador,0.062,0.04,66,32.3,<b>Peru</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 15<br/>Parks per 100k: 0.04<br/>Global Rank: 66 / 96<br/>Percentile: 32.3%<br/>Tier: Low Tier
KG,Kyrgyzstan,Kyrgyzstan,Europe & Central Asia,Asia,3,0.04300939611940555,0.47972756860217136,6975220,1,2,42.1015599,73.98296963333334,6975220,67,31.25,Low Tier,0.47972756860217136,Low Income,2023,2026-04-19,Emerging (Low Parks),"Bolivia, Plurinational State of",0.033,Oman,0.021,Cuba,0.018,0.04,67,31.2,<b>Kyrgyzstan</b><br/>Region: Europe & Central Asia<br/>Dog Parks: 3<br/>Parks per 100k: 0.04<br/>Global Rank: 67 / 96<br/>Percentile: 31.2%<br/>Tier: Low Tier
AL,Albania,Albania,Europe & Central Asia,Europe,1,0.04078908940805242,0.45461755375824237,2451636,0,1,41.3255451,19.8179872,2451636,68,30.208333333333332,Low Tier,0.45461755375824237,Low Income,2023,2026-04-19,Transitioning (Low-Moderate),Uruguay,0.059,"Moldova, Republic of",0.079,Panama,0.114,0.04,68,30.2,<b>Albania</b><br/>Region: Europe & Central Asia<br/>Dog Parks: 1<br/>Parks per 100k: 0.04<br/>Global Rank: 68 / 96<br/>Percentile: 30.2%<br/>Tier: Low Tier
VE,"Venezuela, Bolivarian Republic of",Venezuela,Latin America & Caribbean,Americas,10,0.035444631816583104,0.39417571985829525,28213017,2,8,10.43198186,-67.03431945,28213017,69,29.166666666666668,Low Tier,0.39417571985829525,High Income,2023,2026-04-19,Emerging (Low Parks),Peru,0.045,Malaysia,0.017,Ecuador,0.062,0.04,69,29.2,"<b>Venezuela, Bolivarian Republic of</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 10<br/>Parks per 100k: 0.04<br/>Global Rank: 69 / 96<br/>Percentile: 29.2%<br/>Tier: Low Tier"
BO,"Bolivia, Plurinational State of",Bolivia,Latin America & Caribbean,Americas,4,0.03312038581275026,0.3678902290480559,12077154,2,2,-16.516201825,-68.12171674999999,12077154,70,28.125,Low Tier,0.3678902290480559,Low Income,2023,2026-04-19,Emerging (Low Parks),Cuba,0.018,Dominican Republic,0.018,Tunisia,0.017,0.03,70,28.1,"<b>Bolivia, Plurinational State of</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 4<br/>Parks per 100k: 0.03<br/>Global Rank: 70 / 96<br/>Percentile: 28.1%<br/>Tier: Low Tier"
OM,Oman,Oman,Middle East & North Africa,Asia,1,0.021140638946215255,0.23240821653732432,4730226,0,1,23.623715,58.267424,4730226,71,27.083333333333332,Low Tier,0.23240821653732432,Low Income,2023,2026-04-19,Emerging (Low Parks),Paraguay,0.015,Kyrgyzstan,0.043,Cuba,0.018,0.02,71,27.1,<b>Oman</b><br/>Region: Middle East & North Africa<br/>Dog Parks: 1<br/>Parks per 100k: 0.02<br/>Global Rank: 71 / 96<br/>Percentile: 27.1%<br/>Tier: Low Tier
CU,Cuba,Cuba,Latin America & Caribbean,Americas,2,0.018083476946279417,0.19783399181145245,11059820,0,2,22.7544715,-81.1521593,11059820,72,26.041666666666668,Low Tier,0.19783399181145245,Low Income,2023,2026-04-19,Emerging (Low Parks),Dominican Republic,0.018,Tunisia,0.017,Azerbaijan,0.01,0.02,72,26,<b>Cuba</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 2<br/>Parks per 100k: 0.02<br/>Global Rank: 72 / 96<br/>Percentile: 26.0%<br/>Tier: Low Tier
DO,Dominican Republic,Dominican Republic,Latin America & Caribbean,Americas,2,0.01780827504239705,0.19472166329565366,11230734,0,2,18.834778649999997,-70.23403935,11230734,73,25,Low Tier,0.19472166329565366,Low Income,2023,2026-04-19,Emerging (Low Parks),Cuba,0.018,Tunisia,0.017,Azerbaijan,0.01,0.02,73,25,<b>Dominican Republic</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 2<br/>Parks per 100k: 0.02<br/>Global Rank: 73 / 96<br/>Percentile: 25.0%<br/>Tier: Low Tier
MY,Malaysia,Malaysia,East Asia & Pacific,Asia,6,0.017293312419569884,0.1888978196630871,34695493,1,5,3.6924970666666668,103.80583615,34695493,74,23.958333333333336,Low Tier,0.1888978196630871,Low Income,2023,2026-04-19,Emerging (Low Parks),Nepal,0.01,Saudi Arabia,0.009,"Venezuela, Bolivarian Republic of",0.035,0.02,74,24,<b>Malaysia</b><br/>Region: East Asia & Pacific<br/>Dog Parks: 6<br/>Parks per 100k: 0.02<br/>Global Rank: 74 / 96<br/>Percentile: 24.0%<br/>Tier: Low Tier
TH,Thailand,Thailand,East Asia & Pacific,Asia,12,0.016728159147356807,0.18250635717648453,71735329,1,11,13.738731483333334,100.5354244,71735329,75,22.916666666666664,Low Tier,0.18250635717648453,High Income,2023,2026-04-19,Emerging (Low Parks),"Iran, Islamic Republic of",0.008,Malaysia,0.017,Algeria,0.007,0.02,75,22.9,<b>Thailand</b><br/>Region: East Asia & Pacific<br/>Dog Parks: 12<br/>Parks per 100k: 0.02<br/>Global Rank: 75 / 96<br/>Percentile: 22.9%<br/>Tier: Low Tier
TN,Tunisia,Tunisia,Middle East & North Africa,Africa,2,0.016502556988692612,0.1799549648287904,12119334,2,0,36.8020118,10.6077233,12119334,76,21.875,Low Tier,0.1799549648287904,Low Income,2023,2026-04-19,Emerging (Low Parks),Dominican Republic,0.018,Cuba,0.018,Azerbaijan,0.01,0.02,76,21.9,<b>Tunisia</b><br/>Region: Middle East & North Africa<br/>Dog Parks: 2<br/>Parks per 100k: 0.02<br/>Global Rank: 76 / 96<br/>Percentile: 21.9%<br/>Tier: Low Tier
PY,Paraguay,Paraguay,Latin America & Caribbean,Americas,1,0.014791884107363045,0.16060852894060898,6760464,1,0,-25.4337553,-54.6422588,6760464,77,20.833333333333336,Low Tier,0.16060852894060898,Low Income,2023,2026-04-19,Emerging (Low Parks),Oman,0.021,Azerbaijan,0.01,Cuba,0.018,0.01,77,20.8,<b>Paraguay</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 1<br/>Parks per 100k: 0.01<br/>Global Rank: 77 / 96<br/>Percentile: 20.8%<br/>Tier: Low Tier
NP,Nepal,Nepal,South Asia,Asia,3,0.010095763023635258,0.10749889795209185,29715436,2,1,28.1622586,83.48243326666666,29715436,78,19.791666666666664,Low Tier,0.10749889795209185,Low Income,2023,2026-04-19,Emerging (Low Parks),Saudi Arabia,0.009,Madagascar,0.007,Malaysia,0.017,0.01,78,19.8,<b>Nepal</b><br/>Region: South Asia<br/>Dog Parks: 3<br/>Parks per 100k: 0.01<br/>Global Rank: 78 / 96<br/>Percentile: 19.8%<br/>Tier: Low Tier
AZ,Azerbaijan,Azerbaijan,Europe & Central Asia,Asia,1,0.00986022538897603,0.10483514277252355,10141756,0,1,39.8470755,46.7721335,10141756,79,18.75,Low Tier,0.10483514277252355,Low Income,2023,2026-04-19,Emerging (Low Parks),Honduras,0.01,Tunisia,0.017,Dominican Republic,0.018,0.01,79,18.8,<b>Azerbaijan</b><br/>Region: Europe & Central Asia<br/>Dog Parks: 1<br/>Parks per 100k: 0.01<br/>Global Rank: 79 / 96<br/>Percentile: 18.8%<br/>Tier: Low Tier
HN,Honduras,Honduras,Latin America & Caribbean,Americas,1,0.009556691824976453,0.10140240428703064,10463872,0,1,15.4668069,-88.0041092,10463872,80,17.708333333333336,Low Tier,0.10140240428703064,Low Income,2023,2026-04-19,Emerging (Low Parks),Azerbaijan,0.01,Tunisia,0.017,Dominican Republic,0.018,0.01,80,17.7,<b>Honduras</b><br/>Region: Latin America & Caribbean<br/>Dog Parks: 1<br/>Parks per 100k: 0.01<br/>Global Rank: 80 / 96<br/>Percentile: 17.7%<br/>Tier: Low Tier
SA,Saudi Arabia,Saudi Arabia,Middle East & North Africa,Asia,3,0.009323944411389335,0.09877020442915746,32175224,1,2,26.997881433333333,39.01607253333333,32175224,81,16.666666666666664,Low Tier,0.09877020442915746,Low Income,2023,2026-04-19,Emerging (Low Parks),Nepal,0.01,Madagascar,0.007,Algeria,0.007,0.01,81,16.7,<b>Saudi Arabia</b><br/>Region: Middle East & North Africa<br/>Dog Parks: 3<br/>Parks per 100k: 0.01<br/>Global Rank: 81 / 96<br/>Percentile: 16.7%<br/>Tier: Low Tier
IR,"Iran, Islamic Republic of",Iran,Middle East & North Africa,Asia,7,0.007819110813845894,0.08175165749654444,89524246,5,2,33.5819213,52.25630784285714,89524246,82,15.625,Low Tier,0.08175165749654444,Low Income,2023,2026-04-19,Emerging (Low Parks),Kenya,0.006,Thailand,0.017,Algeria,0.007,0.01,82,15.6,"<b>Iran, Islamic Republic of</b><br/>Region: Middle East & North Africa<br/>Dog Parks: 7<br/>Parks per 100k: 0.01<br/>Global Rank: 82 / 96<br/>Percentile: 15.6%<br/>Tier: Low Tier"
DZ,Algeria,Algeria,Middle East & North Africa,Africa,3,0.00659668478328868,0.06792692976143337,45477389,2,1,35.39153533333334,4.153710833333333,45477389,83,14.583333333333334,Low Tier,0.06792692976143337,Low Income,2023,2026-04-19,Emerging (Low Parks),Kenya,0.006,Morocco,0.005,Namibia,0.004,0.01,83,14.6,<b>Algeria</b><br/>Region: Middle East & North Africa<br/>Dog Parks: 3<br/>Parks per 100k: 0.01<br/>Global Rank: 83 / 96<br/>Percentile: 14.6%<br/>Tier: Low Tier
MG,Madagascar,Madagascar,Sub-Saharan Africa,Africa,2,0.006570893484798124,0.06763524938924398,30437261,2,0,-18.8661456,47.50001435,30437261,84,13.541666666666666,Low Tier,0.06763524938924398,Low Income,2023,2026-04-19,Emerging (Low Parks),Morocco,0.005,Saudi Arabia,0.009,Nepal,0.01,0.01,84,13.5,<b>Madagascar</b><br/>Region: Sub-Saharan Africa<br/>Dog Parks: 2<br/>Parks per 100k: 0.01<br/>Global Rank: 84 / 96<br/>Percentile: 13.5%<br/>Tier: Low Tier
KE,Kenya,Kenya,Sub-Saharan Africa,Africa,3,0.0055297030672949565,0.05586016142271346,54252461,2,1,-2.0610013,37.80066106666666,54252461,85,12.5,Low Tier,0.05586016142271346,Low Income,2023,2026-04-19,Emerging (Low Parks),Algeria,0.007,Namibia,0.004,Morocco,0.005,0.01,85,12.5,<b>Kenya</b><br/>Region: Sub-Saharan Africa<br/>Dog Parks: 3<br/>Parks per 100k: 0.01<br/>Global Rank: 85 / 96<br/>Percentile: 12.5%<br/>Tier: Low Tier
MA,Morocco,Morocco,Middle East & North Africa,Africa,2,0.005357755554760227,0.05391556315165188,37329064,1,1,32.7109781,-5.542052050000001,37329064,86,11.458333333333332,Low Tier,0.05391556315165188,Low Income,2023,2026-04-19,Emerging (Low Parks),Algeria,0.007,Madagascar,0.007,Namibia,0.004,0.01,86,11.5,<b>Morocco</b><br/>Region: Middle East & North Africa<br/>Dog Parks: 2<br/>Parks per 100k: 0.01<br/>Global Rank: 86 / 96<br/>Percentile: 11.5%<br/>Tier: Low Tier
CN,China,China,East Asia & Pacific,Asia,74,0.005240143749889355,0.052585461255806557,1412175000,5,69,23.867048563513514,114.7053490027027,1412175000,87,10.416666666666668,Low Tier,0.052585461255806557,Upper-Middle Income,2023,2026-04-19,Emerging (Low Parks),India,0.002,Indonesia,0.003,Bangladesh,0.001,0.01,87,10.4,<b>China</b><br/>Region: East Asia & Pacific<br/>Dog Parks: 74<br/>Parks per 100k: 0.01<br/>Global Rank: 87 / 96<br/>Percentile: 10.4%<br/>Tier: Low Tier
NA,Namibia,NA,NA,NA,2,0.004,0.03856035931421503,50000000,0,2,-22.5934016,17.1094866,NA,88,9.375,Low Tier,0.03856035931421503,Low Income,2023,2026-04-19,Emerging (Low Parks),Kenya,0.006,Morocco,0.005,Algeria,0.007,0,88,9.4,<b>Namibia</b><br/>Region: NA<br/>Dog Parks: 2<br/>Parks per 100k: 0.00<br/>Global Rank: 88 / 96<br/>Percentile: 9.4%<br/>Tier: Low Tier
ID,Indonesia,Indonesia,East Asia & Pacific,Asia,8,0.0028691262856657992,0.025771020071874366,278830529,1,7,-5.6708684125,114.619337675,278830529,89,8.333333333333332,Low Tier,0.025771020071874366,Developing,2023,2026-04-19,Emerging (Low Parks),Bangladesh,0.001,Egypt,0.002,Viet Nam,0.002,0,89,8.3,<b>Indonesia</b><br/>Region: East Asia & Pacific<br/>Dog Parks: 8<br/>Parks per 100k: 0.00<br/>Global Rank: 89 / 96<br/>Percentile: 8.3%<br/>Tier: Low Tier
UZ,Uzbekistan,Uzbekistan,Europe & Central Asia,Asia,1,0.0028621348291613183,0.02569195190723273,34938955,0,1,41.3277911,69.1589721,34938955,90,7.291666666666667,Low Tier,0.02569195190723273,Low Income,2023,2026-04-19,Emerging (Low Parks),Iraq,0.002,Jersey,0.002,Namibia,0.004,0,90,7.3,<b>Uzbekistan</b><br/>Region: Europe & Central Asia<br/>Dog Parks: 1<br/>Parks per 100k: 0.00<br/>Global Rank: 90 / 96<br/>Percentile: 7.3%<br/>Tier: Low Tier
IQ,Iraq,Iraq,Middle East & North Africa,Asia,1,0.0022690889433172735,0.01898504473961908,44070551,1,0,33.368153,43.7734745,44070551,91,6.25,Low Tier,0.01898504473961908,Low Income,2023,2026-04-19,Emerging (Low Parks),Jersey,0.002,Uzbekistan,0.003,Namibia,0.004,0,91,6.2,<b>Iraq</b><br/>Region: Middle East & North Africa<br/>Dog Parks: 1<br/>Parks per 100k: 0.00<br/>Global Rank: 91 / 96<br/>Percentile: 6.2%<br/>Tier: Low Tier
VN,Viet Nam,Vietnam,East Asia & Pacific,Asia,2,0.002006407361588866,0.016014311740119535,99680655,1,1,14.42218395,106.54733145,99680655,92,5.208333333333334,Low Tier,0.016014311740119535,Low Income,2023,2026-04-19,Emerging (Low Parks),Egypt,0.002,Jersey,0.002,Bangladesh,0.001,0,92,5.2,<b>Viet Nam</b><br/>Region: East Asia & Pacific<br/>Dog Parks: 2<br/>Parks per 100k: 0.00<br/>Global Rank: 92 / 96<br/>Percentile: 5.2%<br/>Tier: Low Tier
JE,Jersey,Jersey,Europe & Central Asia,Europe,1,0.002,0.01594184925384042,50000000,0,1,49.1823953,-2.0788699,NA,93,4.166666666666666,Low Tier,0.01594184925384042,Low Income,2023,2026-04-19,Emerging (Low Parks),Iraq,0.002,Uzbekistan,0.003,Namibia,0.004,0,93,4.2,<b>Jersey</b><br/>Region: Europe & Central Asia<br/>Dog Parks: 1<br/>Parks per 100k: 0.00<br/>Global Rank: 93 / 96<br/>Percentile: 4.2%<br/>Tier: Low Tier
EG,Egypt,Egypt,Middle East & North Africa,Africa,2,0.0017759110978904395,0.013407570710448723,112618250,1,1,28.7296929,32.52627945,112618250,94,3.125,Low Tier,0.013407570710448723,Developing,2023,2026-04-19,Emerging (Low Parks),Viet Nam,0.002,Bangladesh,0.001,Jersey,0.002,0,94,3.1,<b>Egypt</b><br/>Region: Middle East & North Africa<br/>Dog Parks: 2<br/>Parks per 100k: 0.00<br/>Global Rank: 94 / 96<br/>Percentile: 3.1%<br/>Tier: Low Tier
IN,India,India,South Asia,Asia,24,0.001683710479663495,0.012364850404979272,1425423212,4,20,21.247796254166666,77.4347580625,1425423212,95,2.083333333333333,Low Tier,0.012364850404979272,Developing,2023,2026-04-19,Emerging (Low Parks),China,0.005,Indonesia,0.003,Bangladesh,0.001,0,95,2.1,<b>India</b><br/>Region: South Asia<br/>Dog Parks: 24<br/>Parks per 100k: 0.00<br/>Global Rank: 95 / 96<br/>Percentile: 2.1%<br/>Tier: Low Tier
BD,Bangladesh,Bangladesh,South Asia,Asia,1,5.903714071981282e-4,0,169384897,1,0,22.0697138,90.0364941,169384897,96,1.0416666666666665,Low Tier,0,Developing,2023,2026-04-19,Emerging (Low Parks),Egypt,0.002,Viet Nam,0.002,Indonesia,0.003,0,96,1,<b>Bangladesh</b><br/>Region: South Asia<br/>Dog Parks: 1<br/>Parks per 100k: 0.00<br/>Global Rank: 96 / 96<br/>Percentile: 1.0%<br/>Tier: Low Tier
